LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_HomeImp,REASON_nan,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,JOB_nan,y
2500.0,71408.0,78600.0,8.0,0.0,0.0,255.73333333,0.0,12.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2800.0,50795.0,63100.0,26.0,2.0,15.0,145.63333333,3.0,45.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2800.0,4000.0,60850.0,16.0,4.0,0.0,112.63333333,2.0,9.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2900.0,78600.0,113000.0,6.0,1.0,0.0,165.33333333,2.0,26.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2900.0,103949.0,112505.0,1.0,0.0,0.0,96.10232967,0.0,13.0,30.051136286,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2900.0,104373.0,120702.0,2.0,0.0,0.0,101.54029753,0.0,13.0,29.915859028000003,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2900.0,7750.0,67996.0,16.0,3.0,0.0,122.20466276,2.0,8.0,36.211347998,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2900.0,61962.0,70915.0,2.0,0.0,0.0,282.80165924,3.0,37.0,49.20639579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3000.0,104570.0,121729.0,2.0,0.0,0.0,85.884371895,0.0,14.0,32.059783267,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,7000.0,20300.0,3.0,0.0,0.0,50.8,5.0,9.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3000.0,,8800.0,2.0,0.0,1.0,77.766666667,0.0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3000.0,,33000.0,1.0,0.0,1.0,23.3,1.0,2.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3000.0,119826.0,193500.0,8.0,0.0,0.0,130.03335846,0.0,27.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3000.0,20000.0,29750.0,2.0,0.0,0.0,187.06666667,0.0,12.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3000.0,,14500.0,3.0,0.0,0.0,9.3,14.0,2.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3000.0,,14100.0,1.0,0.0,0.0,104.2,0.0,19.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3000.0,47000.0,82700.0,10.0,0.0,1.0,262.16666667,5.0,26.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3000.0,34542.0,45900.0,8.5,0.0,2.0,62.366666667,0.0,10.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3000.0,58000.0,71500.0,10.0,,2.0,211.93333333,0.0,25.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000.0,47000.0,56400.0,21.0,0.0,0.0,201.86666667,0.0,20.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3100.0,39589.0,36100.0,1.5,0.0,0.0,153.16666667,1.0,14.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3100.0,,70400.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3200.0,67848.0,74566.0,10.0,,1.0,206.42660206,0.0,25.0,40.115677278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200.0,48603.0,61000.0,28.0,0.0,4.0,122.03333333,1.0,25.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3200.0,27200.0,40834.0,,0.0,0.0,298.13156403,0.0,7.0,35.553538789,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3200.0,54000.0,64850.0,1.0,0.0,0.0,121.86666667,3.0,21.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3200.0,74864.0,87266.0,7.0,0.0,0.0,250.63126922,0.0,12.0,42.909997351,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3200.0,23159.0,,20.0,,2.0,117.80574784,0.0,9.0,0.5244992154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3300.0,126541.0,134527.0,9.0,1.0,0.0,139.0,0.0,36.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
3300.0,130518.0,164317.0,9.0,0.0,6.0,192.28914897,0.0,33.0,35.73055919,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3400.0,37000.0,52000.0,2.0,0.0,1.0,183.29991561,0.0,6.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3500.0,23200.0,38666.0,11.0,0.0,0.0,162.36666667,0.0,14.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3500.0,19400.0,20494.0,5.0,0.0,0.0,95.933333333,0.0,9.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3600.0,61584.0,61800.0,10.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3600.0,41900.0,52490.0,3.0,0.0,0.0,72.033333333,2.0,4.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3600.0,83700.0,111800.0,6.0,0.0,0.0,192.73333333,1.0,28.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3600.0,61327.0,76484.0,9.0,,2.0,202.51077515,0.0,25.0,41.516389699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,100693.0,114743.0,6.0,0.0,0.0,88.470452135,0.0,14.0,29.393543381999997,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3600.0,48507.0,61000.0,13.0,1.0,4.0,97.4,0.0,17.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3600.0,52337.0,63989.0,20.0,0.0,0.0,204.27249884,0.0,20.0,20.470915508,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3700.0,17857.0,21144.0,5.0,0.0,0.0,129.71732313,1.0,9.0,26.634347518000002,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3800.0,19135.0,97692.0,1.6,1.0,6.0,252.63333333,1.0,25.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3800.0,51180.0,63459.0,20.0,0.0,0.0,203.75153358,0.0,20.0,20.067042050999998,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3800.0,,73189.0,,,,,,,22.253949155999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3800.0,11543.0,46045.0,,0.0,0.0,204.64799167,0.0,11.0,42.173165882,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3900.0,29896.0,45960.0,11.0,0.0,0.0,146.12324219,0.0,14.0,24.478881191,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3900.0,14500.0,22092.0,3.5,0.0,1.0,150.3,5.0,8.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3900.0,52825.0,63000.0,8.0,0.0,4.0,171.66666667,1.0,31.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3900.0,102143.0,118742.0,2.0,0.0,0.0,85.27736557899999,0.0,13.0,29.343921089000002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3900.0,21200.0,39000.0,4.0,0.0,1.0,86.566666667,2.0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4000.0,105164.0,112774.0,1.0,0.0,0.0,94.72487416700001,0.0,13.0,29.390928055,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4000.0,54543.0,61777.0,21.0,0.0,0.0,205.58668003,0.0,19.0,21.806563464,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4000.0,,80609.0,1.5,0.0,2.0,126.53333333,3.0,12.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4000.0,26572.0,31960.0,11.0,0.0,0.0,117.79510387,0.0,8.0,41.286491948000005,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4000.0,17000.0,52012.0,22.0,3.0,1.0,85.333333333,1.0,9.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4000.0,29562.0,37200.0,6.0,0.0,0.0,92.133333333,1.0,26.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4000.0,41700.0,76725.0,0.5,0.0,3.0,136.13333333,0.0,15.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4000.0,58000.0,69440.0,3.5,0.0,1.0,168.66666667,0.0,18.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4000.0,5700.0,18000.0,,0.0,0.0,12.2,0.0,17.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4000.0,45000.0,58350.0,3.5,0.0,0.0,162.0,3.0,16.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4000.0,7000.0,16020.0,18.0,0.0,1.0,85.8,2.0,23.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4000.0,66000.0,79050.0,1.8,2.0,0.0,279.0,1.0,6.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4000.0,,45760.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4000.0,62000.0,78000.0,4.0,0.0,0.0,109.56666667,0.0,15.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4000.0,64240.0,63990.0,5.0,2.0,0.0,160.3,1.0,23.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4000.0,74000.0,93000.0,2.6,1.0,3.0,186.63333333,,9.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4000.0,55000.0,59000.0,12.0,2.0,0.0,146.1,0.0,22.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4000.0,67625.0,80698.0,11.0,,1.0,212.34930388,0.0,25.0,39.128717628000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000.0,67533.0,71865.0,10.0,,2.0,227.79298841,0.0,25.0,39.166328703000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100.0,,19132.0,0.0,0.0,0.0,100.77465221,0.0,19.0,33.840919904,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4100.0,58500.0,65000.0,8.0,1.0,2.0,63.933333333,2.0,15.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4100.0,57992.0,63797.0,7.0,0.0,4.0,165.50503695,1.0,31.0,22.27817437,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4200.0,56544.0,59218.0,19.0,0.0,0.0,211.00259912,1.0,20.0,19.027704425,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4200.0,34800.0,50225.0,2.0,1.0,0.0,93.5,1.0,5.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4200.0,67700.0,77000.0,4.0,0.0,0.0,128.83333333,0.0,31.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4200.0,44000.0,55085.0,6.0,,1.0,75.43333333300001,,16.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4200.0,66272.0,82953.0,3.0,0.0,0.0,110.27866259,0.0,15.0,43.45058791100001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4200.0,50216.0,58541.0,19.0,0.0,0.0,209.87130224,0.0,19.0,20.20803267,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4300.0,71206.0,78698.0,3.0,0.0,0.0,129.93286902,0.0,31.0,34.181376516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4300.0,68815.0,79852.0,6.0,0.0,0.0,105.12070881,0.0,14.0,41.806376152,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4300.0,72021.0,80027.0,2.0,2.0,0.0,263.97030029,0.0,5.0,36.432093937,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4400.0,53969.0,63869.0,7.0,0.0,3.0,162.39001067,0.0,30.0,23.581079239,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4400.0,,60250.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4400.0,53091.0,64074.0,14.0,1.0,3.0,89.86105825,0.0,17.0,39.158084834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4500.0,66127.0,79087.0,4.0,1.0,0.0,81.349065098,0.0,15.0,40.70530876,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4500.0,,77182.0,,,,,,,25.227252904,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4500.0,39000.0,66000.0,1.0,0.0,0.0,170.36666667,1.0,19.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4500.0,71082.0,79247.0,4.0,0.0,0.0,118.76041007,0.0,14.0,41.421110520999996,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4500.0,,49044.0,0.0,0.0,0.0,,0.0,0.0,11.652738796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4500.0,57000.0,,5.0,,,222.6,1.0,13.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4500.0,34184.0,46000.0,3.5,0.0,1.0,122.6,2.0,22.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4500.0,66517.0,87000.0,10.0,0.0,4.0,125.8,0.0,34.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4500.0,45500.0,50000.0,6.0,0.0,0.0,86.166666667,0.0,18.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4500.0,118000.0,146870.0,4.5,2.0,0.0,203.86666667,1.0,20.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4500.0,90000.0,105800.0,6.0,2.0,3.0,80.1,3.0,10.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4700.0,67913.0,97205.0,2.0,0.0,0.0,142.82439151,0.0,24.0,35.226997192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700.0,71855.0,88566.0,2.0,2.0,0.0,283.95953809,0.0,5.0,36.475473283,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4700.0,53918.0,59511.0,6.0,,0.0,54.13647743,,15.0,34.416507811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4700.0,49100.0,58238.0,0.1,0.0,0.0,61.8,2.0,17.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4700.0,88026.0,115506.0,6.0,0.0,0.0,182.24833156,0.0,27.0,29.20902258,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4700.0,26900.0,45000.0,9.0,1.0,2.0,90.46666666700001,1.0,16.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4800.0,67317.0,97191.0,3.0,0.0,0.0,137.31972481,0.0,23.0,34.275293776999995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800.0,56067.0,63102.0,9.0,0.0,3.0,160.14631128,1.0,30.0,21.583760120999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4800.0,80482.0,88342.0,7.0,0.0,0.0,275.03239483,0.0,11.0,43.717635111999996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4900.0,58688.0,63348.0,9.0,0.0,3.0,179.16257471,2.0,31.0,22.544392836999997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4900.0,65873.0,90408.0,2.0,0.0,0.0,141.85899895,0.0,23.0,37.76961861,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900.0,25597.0,23031.0,5.0,0.0,0.0,101.74676644,0.0,8.0,33.243156978,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4900.0,67794.0,84630.0,4.0,0.0,0.0,112.57341888,0.0,15.0,41.673996362,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4900.0,44000.0,59745.0,10.0,0.0,0.0,81.5,3.0,13.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4900.0,,28437.5,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4900.0,170986.0,245300.0,,0.0,0.0,131.93333333,0.0,22.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4900.0,65576.0,65774.0,6.0,1.0,2.0,61.64250608,1.0,14.0,40.590910018,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4900.0,57461.0,68494.0,8.0,0.0,4.0,183.63561323,0.0,30.0,22.795423552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4900.0,,69706.0,,,,,,,33.705587738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,,34846.0,,,,,,,33.354652626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,47479.0,61690.0,5.0,,0.0,65.03296900699999,,16.0,36.699414921999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,66839.0,87168.0,4.0,0.0,0.0,122.59722258,0.0,15.0,40.616779346,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,12457.0,53448.0,,0.0,0.0,207.14348133,0.0,12.0,44.107951691000004,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5000.0,90059.0,113714.0,7.0,0.0,0.0,193.63644686,0.0,28.0,25.897316481999997,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,22320.0,34900.0,10.0,0.0,0.0,65.7,1.0,5.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,40000.0,70500.0,0.4,0.0,0.0,61.766666666999996,2.0,8.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5000.0,100882.0,102700.0,5.0,0.0,1.0,58.866666667,0.0,16.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5000.0,31000.0,47350.0,12.0,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5000.0,63125.0,126500.0,3.0,0.0,0.0,100.3,0.0,14.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5000.0,100000.0,129693.5,13.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5000.0,,132000.0,17.5,0.0,2.0,121.9,0.0,14.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,,9100.0,1.0,0.0,0.0,54.733333333000004,2.0,8.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,34200.0,50830.0,6.0,0.0,0.0,57.0,1.0,9.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,,71277.0,10.0,0.0,0.0,72.43333333300001,1.0,12.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,123000.0,157500.0,9.0,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5000.0,16600.0,25250.0,6.0,0.0,0.0,88.7,1.0,3.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,,52000.0,,0.0,1.0,285.33333333,0.0,6.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,22700.0,34225.0,4.0,0.0,0.0,74.633333333,3.0,9.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,6000.0,38575.0,7.0,0.0,1.0,335.03333333,3.0,42.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5000.0,,74500.0,19.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,,94119.0,19.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,73126.0,87500.0,1.0,0.0,0.0,125.96666667,2.0,10.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,72517.0,86250.0,19.0,0.0,1.0,300.36666667,1.0,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,26037.0,35000.0,12.0,0.0,0.0,182.63333333,0.0,13.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,39000.0,50340.0,10.0,,,179.83333333,,19.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,,26550.0,1.7,0.0,0.0,276.96666667,1.0,14.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,70470.0,77908.0,5.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5000.0,,36375.0,3.0,0.0,0.0,266.8,1.0,26.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5000.0,74225.0,89640.0,0.3,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,,65400.0,1.5,0.0,0.0,51.766666666999996,0.0,4.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5000.0,,37500.0,,0.0,3.0,107.13333333,10.0,5.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5000.0,78565.0,98500.0,24.0,0.0,0.0,51.766666666999996,3.0,14.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,59900.0,80800.0,15.0,0.0,0.0,219.13333333,1.0,18.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5000.0,10171.0,26809.0,13.0,3.0,6.0,228.3,0.0,24.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
