Model,Dataset,Repetition,Time [s],MSE,MAE,R2,Accuracy,Precision,Recall,F1,ROC AUC
dropout,5,2,6.283559799194336,nan,nan,nan,0.8397790055248618,0.6785714285714286,0.7755102040816326,0.7238095238095238,0.8195732838589981
dropout,5,3,16.381215572357178,nan,nan,nan,0.8342541436464088,0.6792452830188679,0.7346938775510204,0.7058823529411764,0.8029529993815707
dropout,5,4,17.648564338684082,nan,nan,nan,0.8342541436464088,0.6862745098039216,0.7142857142857143,0.7000000000000001,0.7965367965367965
dropout,5,5,17.40161108970642,nan,nan,nan,0.8121546961325967,0.6229508196721312,0.7755102040816326,0.6909090909090909,0.8006338899196042
forest,1,1,0.6862030029296875,nan,nan,nan,0.7377892030848329,0.7313432835820896,0.7538461538461538,0.7424242424242424,0.7377478191911181
forest,1,2,0.6730024814605713,nan,nan,nan,0.6735218508997429,0.6559633027522935,0.7333333333333333,0.6924939467312349,0.6733676975945018
forest,1,3,0.6694977283477783,nan,nan,nan,0.7146529562982005,0.7121212121212122,0.7230769230769231,0.717557251908397,0.7146312450436161
forest,1,4,0.6926610469818115,nan,nan,nan,0.7300771208226221,0.7227722772277227,0.7487179487179487,0.7355163727959698,0.7300290774517578
forest,1,5,0.7129960060119629,nan,nan,nan,0.7532133676092545,0.7564766839378239,0.7487179487179487,0.7525773195876289,0.7532249537404176
forest,2,1,1.3534648418426514,nan,nan,nan,0.837248322147651,0.9074074074074074,0.20588235294117646,0.3356164383561644,0.6003206313972129
forest,2,2,3.262791395187378,nan,nan,nan,0.8280201342281879,0.9024390243902439,0.15546218487394958,0.26523297491039427,0.5756346563782745
forest,2,3,3.1545660495758057,nan,nan,nan,0.8313758389261745,0.9512195121951219,0.1638655462184874,0.27956989247311825,0.5808845550798936
forest,2,4,3.56516170501709,nan,nan,nan,0.834731543624161,0.9767441860465116,0.17647058823529413,0.298932384341637,0.587711185102972
forest,2,5,3.298107862472534,nan,nan,nan,0.8431208053691275,0.9322033898305084,0.23109243697478993,0.37037037037037035,0.6134497824286949
forest,3,1,3.694554567337036,nan,nan,nan,0.7179746835443038,0.7236238532110092,0.6663146779303062,0.6937877954920286,0.7159394401324682
forest,3,2,4.880283832550049,nan,nan,nan,0.739240506329114,0.7454545454545455,0.6927138331573389,0.7181171319102354,0.737407500236257
forest,3,3,4.686207056045532,nan,nan,nan,0.7260759493670886,0.7434052757793765,0.6546990496304118,0.6962380685008422,0.7232639217023653
forest,3,4,4.800739765167236,nan,nan,nan,0.739746835443038,0.754406580493537,0.6779303062302007,0.71412680756396,0.7373114566170459
forest,3,5,4.723848819732666,nan,nan,nan,0.7377215189873417,0.7364939360529217,0.7053854276663146,0.720604099244876,0.7364475776463868
forest,4,1,1.9841768741607666,nan,nan,nan,0.915,0.927007299270073,0.9477611940298507,0.9372693726937269,0.8981230212573497
forest,4,2,2.06030011177063,nan,nan,nan,0.895,0.924812030075188,0.917910447761194,0.9213483146067416,0.8831976481230213
forest,4,3,2.1021206378936768,nan,nan,nan,0.88,0.9166666666666666,0.9029850746268657,0.9097744360902257,0.8681592039800996
forest,4,4,2.0500030517578125,nan,nan,nan,0.875,0.8978102189781022,0.917910447761194,0.9077490774907749,0.8528946178199909
forest,4,5,2.0969598293304443,nan,nan,nan,0.89,0.8943661971830986,0.9477611940298507,0.9202898550724637,0.8602442333785617
forest,5,1,1.750314712524414,nan,nan,nan,0.8895027624309392,0.9142857142857143,0.6530612244897959,0.7619047619047618,0.8151669758812615
forest,5,2,1.7150013446807861,nan,nan,nan,0.856353591160221,0.7346938775510204,0.7346938775510204,0.7346938775510203,0.818104514533086
forest,5,3,1.7654616832733154,nan,nan,nan,0.8287292817679558,0.6956521739130435,0.6530612244897959,0.6736842105263158,0.7735003092145949
forest,5,4,1.800279140472412,nan,nan,nan,0.8895027624309392,0.8372093023255814,0.7346938775510204,0.782608695652174,0.8408317872603587
forest,5,5,1.7951030731201172,nan,nan,nan,0.8342541436464088,0.7021276595744681,0.673469387755102,0.6875000000000001,0.783704390847248
mlp,1,1,13.071638107299805,nan,nan,nan,0.7172236503856041,0.6976744186046512,0.7692307692307693,0.7317073170731708,0.7170896114195083
mlp,1,2,22.185521602630615,nan,nan,nan,0.699228791773779,0.6857142857142857,0.7384615384615385,0.7111111111111111,0.699127676447264
mlp,1,3,11.378283739089966,nan,nan,nan,0.7377892030848329,0.7513513513513513,0.7128205128205128,0.7315789473684211,0.7378535553793286
mlp,1,4,12.388283967971802,nan,nan,nan,0.7429305912596401,0.7411167512690355,0.7487179487179487,0.7448979591836735,0.7429156753899022
mlp,1,5,52.10563611984253,nan,nan,nan,0.7377892030848329,0.7384615384615385,0.7384615384615385,0.7384615384615385,0.7377874702616971
mlp,2,1,239.66656374931335,nan,nan,nan,0.8691275167785235,0.664,0.6974789915966386,0.6803278688524591,0.8047143385656149
mlp,2,2,332.9139897823334,nan,nan,nan,0.8833892617449665,0.7088607594936709,0.7058823529411765,0.7073684210526316,0.8167776544580096
mlp,2,3,269.66989398002625,nan,nan,nan,0.8758389261744967,0.7122641509433962,0.634453781512605,0.6711111111111111,0.7852562408611243
mlp,2,4,348.86841917037964,nan,nan,nan,0.8758389261744967,0.6829268292682927,0.7058823529411765,0.6942148760330579,0.8120606733259342
mlp,2,5,310.1333451271057,nan,nan,nan,0.8842281879194631,0.717391304347826,0.6932773109243697,0.7051282051282051,0.8125715695083064
mlp,3,1,102.96376395225525,nan,nan,nan,0.7321518987341772,0.7213983050847458,0.7191129883843717,0.720253833950291,0.7316382062544426
mlp,3,2,118.78767275810242,nan,nan,nan,0.7362025316455696,0.7173469387755103,0.7423442449841605,0.7296315516346653,0.7364444960329364
mlp,3,3,91.98371863365173,nan,nan,nan,0.730126582278481,0.729490022172949,0.6948257655755016,0.7117360735532721,0.7287358399861943
mlp,3,4,102.73195362091064,nan,nan,nan,0.7341772151898734,0.7273706896551724,0.7127771911298838,0.72,0.7333341208567707
mlp,3,5,115.17907047271729,nan,nan,nan,0.7326582278481013,0.7170984455958549,0.7307286166842661,0.7238493723849372,0.7325822071748179
mlp,4,1,28.110403537750244,nan,nan,nan,0.82,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.796472184531886
mlp,4,2,28.590778827667236,nan,nan,nan,0.83,0.8968253968253969,0.8432835820895522,0.8692307692307691,0.8231569425599274
mlp,4,3,24.501990795135498,nan,nan,nan,0.875,0.916030534351145,0.8955223880597015,0.9056603773584906,0.8644278606965174
mlp,4,4,24.728796243667603,nan,nan,nan,0.815,0.8592592592592593,0.8656716417910447,0.862453531598513,0.7888964269561285
mlp,4,5,27.10353684425354,nan,nan,nan,0.86,0.8840579710144928,0.9104477611940298,0.8970588235294118,0.8340117593848937
mlp,5,1,17.988239526748657,nan,nan,nan,0.8784530386740331,0.7872340425531915,0.7551020408163265,0.7708333333333333,0.8396722325293754
mlp,5,2,15.595442056655884,nan,nan,nan,0.8232044198895028,0.639344262295082,0.7959183673469388,0.7090909090909091,0.8146258503401361
mlp,5,3,16.61529541015625,nan,nan,nan,0.8287292817679558,0.6551724137931034,0.7755102040816326,0.7102803738317757,0.8119975262832406
mlp,5,4,14.720382928848267,nan,nan,nan,0.8453038674033149,0.6842105263157895,0.7959183673469388,0.7358490566037734,0.8297773654916512
mlp,5,5,23.556208848953247,nan,nan,nan,0.856353591160221,0.7017543859649122,0.8163265306122449,0.7547169811320754,0.8437693259121831
neumiss,1,1,62.42202425003052,nan,nan,nan,0.7172236503856041,0.7053140096618358,0.7487179487179487,0.7263681592039801,0.7171424795136135
neumiss,1,2,134.38239407539368,nan,nan,nan,0.6863753213367609,0.6713615023474179,0.7333333333333333,0.7009803921568627,0.686254295532646
neumiss,1,3,77.02997636795044,nan,nan,nan,0.7069408740359897,0.7098445595854922,0.7025641025641025,0.7061855670103092,0.7069521543748347
neumiss,1,4,105.27092862129211,nan,nan,nan,0.7455012853470437,0.7424242424242424,0.7538461538461538,0.7480916030534351,0.7454797779540048
neumiss,1,5,64.32739806175232,nan,nan,nan,0.7789203084832905,0.7978142076502732,0.7487179487179487,0.7724867724867724,0.7789981496167063
neumiss,2,1,363.7971513271332,nan,nan,nan,0.8901006711409396,0.7114624505928854,0.7563025210084033,0.7331975560081466,0.8398913024329229
neumiss,2,2,336.03423023223877,nan,nan,nan,0.8984899328859061,0.7368421052631579,0.7647058823529411,0.7505154639175257,0.848285855222592
neumiss,2,3,239.59650778770447,nan,nan,nan,0.9060402684563759,0.7581967213114754,0.7773109243697479,0.7676348547717842,0.8577330303190458
neumiss,2,4,256.46967458724976,nan,nan,nan,0.8984899328859061,0.7368421052631579,0.7647058823529411,0.7505154639175257,0.848285855222592
neumiss,2,5,252.04425978660583,nan,nan,nan,0.8875838926174496,0.7096774193548387,0.7394957983193278,0.7242798353909465,0.8320120501030601
neumiss,3,1,71.72832441329956,nan,nan,nan,0.7265822784810126,0.7167199148029819,0.7106652587117213,0.7136797454931071,0.7259551974492459
neumiss,3,2,128.43376517295837,nan,nan,nan,0.7407594936708861,0.7306468716861082,0.7275607180570222,0.7291005291005291,0.7402395029973827
neumiss,3,3,72.32572317123413,nan,nan,nan,0.7296202531645569,0.7218045112781954,0.7096092925026399,0.7156549520766773,0.7288318836054055
neumiss,3,4,101.97913670539856,nan,nan,nan,0.739746835443038,0.7262277951933125,0.73389651531151,0.7300420168067226,0.739516351040969
neumiss,3,5,71.53797006607056,nan,nan,nan,0.7356962025316456,0.7183967112024666,0.7381203801478353,0.7281250000000001,0.7357917075836453
neumiss,4,1,49.810307025909424,nan,nan,nan,0.835,0.8854961832061069,0.8656716417910447,0.8754716981132075,0.8191994572591588
neumiss,4,2,53.670002937316895,nan,nan,nan,0.81,0.8692307692307693,0.8432835820895522,0.8560606060606062,0.7928539122568973
neumiss,4,3,50.96370315551758,nan,nan,nan,0.88,0.9296875,0.8880597014925373,0.9083969465648856,0.8758480325644505
neumiss,4,4,41.36290240287781,nan,nan,nan,0.88,0.9230769230769231,0.8955223880597015,0.9090909090909091,0.872003618272275
neumiss,4,5,26.7245090007782,nan,nan,nan,0.905,0.9197080291970803,0.9402985074626866,0.929889298892989,0.8868159203980099
neumiss,5,1,11.9047532081604,nan,nan,nan,0.8397790055248618,0.7083333333333334,0.6938775510204082,0.7010309278350516,0.793908472479901
neumiss,5,2,40.27087378501892,nan,nan,nan,0.8674033149171271,0.7450980392156863,0.7755102040816326,0.76,0.8385126777983921
neumiss,5,3,46.911418199539185,nan,nan,nan,0.8121546961325967,0.6530612244897959,0.6530612244897959,0.6530612244897959,0.7621366728509584
neumiss,5,4,44.78696012496948,nan,nan,nan,0.8729281767955801,0.782608695652174,0.7346938775510204,0.7578947368421053,0.8294681508967223
neumiss,5,5,49.68169140815735,nan,nan,nan,0.8232044198895028,0.639344262295082,0.7959183673469388,0.7090909090909091,0.8146258503401361
